9.7,-73.985582,40.739765,-73.973899,40.760426,1
5.5,-73.952825,40.772048,-73.952194,40.781152,3
8,-73.980298,40.783723,-73.979628,40.763179,1
7.5,-73.977708,40.746212,-73.975782,40.745055,1
25.5,-73.974497,40.751603,-73.934927,40.851567,4
15.3,-73.97151,40.755886,-73.968067,40.801173,1
34.67,-73.985427,40.758853,-73.872907,40.774497,1
9.7,-73.979542,40.727498,-73.999315,40.730088,4
13.7,-74.002113,40.739582,-73.971918,40.791899,2
6.5,-73.98543,40.736011,-73.982501,40.724802,1
5,-73.996148,40.74189,-73.992202,40.739425,6
4.5,-74.009137,40.713436,-74.002823,40.723428,3
4.9,-74.003985,40.731677,-73.999765,40.723512,1
7,-73.966203,40.7675,-73.980915,40.77424,6
7.3,-74.003919,40.753019,-73.992368,40.735362,1
7.5,-74.004736,40.715882,-74.017723,40.705141,1
8.5,-73.991467,40.750575,-73.98575,40.741547,4
16.5,-73.970323,40.75084,-73.998392,40.724862,6
11.5,-73.97927856,40.72343826,-74.00460815,40.74694824,6
5,-73.95479584,40.77933502,-73.94493103,40.78008652,1
6.9,-73.995781,40.723411,-74.005004,40.71895,2
3.7,-74.00163,40.730767,-73.997112,40.737533,1
6.9,-73.955118,40.768942,-73.963495,40.761887,2
10.1,-73.977788,40.771838,-73.9662,40.778113,2
16.5,-73.9828,40.745287,-74.01425,40.702935,1
15.07,-73.961933,40.795585,-73.962253,40.764817,2
7.7,-73.996601,40.736569,-73.982152,40.744322,1
24.9,-74.006662,40.73121,-73.92594,40.825588,1
7,-73.988425,40.764342,-74.001642,40.745752,2
8.5,-73.994128,40.735087,-73.986393,40.751461,1
5.7,-73.97383,40.763717,-73.98942,40.771522,1
5,-74.01336,40.702272,-74.01699,40.709245,1
8.5,-73.95371,40.790813,-73.957015,40.777676,1
17,-74.009728,40.705167,-73.970897,40.749307,1
8,-73.950688,40.828531,-73.964101,40.80814,1
12,-73.995387,40.749482,-73.975789,40.748741,1
12.5,-73.917399,40.746485,-73.973756,40.763836,1
7.5,-73.990815,40.730495,-73.978337,40.751085,1
6.9,-74.007443,40.732547,-73.991112,40.742312,5
5,-73.98874664,40.74495316,-73.99568176,40.74422073,2
10.5,-74.001135,40.730979,-73.984424,40.76463,1
7.7,-73.968881,40.764533,-73.985311,40.748956,1
11,-73.98105621,40.77426529,-73.95904541,40.78067398,2
5.7,-73.992826,40.751271,-73.982786,40.742432,1
9,-73.946852,40.775802,-73.96434,40.760703,1
13.5,-73.950655,40.783282,-73.984365,40.769802,1
7.5,-73.976512,40.765277,-73.977672,40.778052,1
9,-73.984977,40.752122,-74.000925,40.757982,1
14,-73.9792099,40.7236824,-74.01746368,40.71139526,1
5.7,-73.983052,40.722588,-73.988022,40.733738,3
10,-74.002581,40.739572,-73.99458,40.760682,1
5.7,-73.993452,40.761447,-73.979662,40.759618,5
9.7,-73.970705,40.761643,-73.992833,40.727647,2
14.1,-73.974492,40.751369,-74.010585,40.703364,1
7.7,-73.991607,40.76318,-73.982718,40.76239,2
52,-74.035839,40.74732,-74.035839,40.74732,1
11.3,-74.00767,40.732177,-73.974663,40.758932,1
8.5,-73.986681,40.725659,-73.977068,40.754504,1
12.9,-73.965315,40.790852,-73.978195,40.766375,6
9.5,-73.972195,40.765883,-73.967942,40.761951,1
9,-73.982272,40.748357,-73.969325,40.763877,1
10,-73.991797,40.735262,-73.975915,40.748697,6
35,-73.95331,40.787772,-73.944352,40.719772,2
9,-73.96083,40.77308,-73.978372,40.774907,1
17,-73.97339,40.743883,-73.954021,40.766063,1
6.1,-74.000122,40.74308,-74.00615,40.734233,5
14.5,-73.961598,40.716487,-73.960417,40.674963,2
3.7,-73.966957,40.761268,-73.967912,40.765535,1
32.5,-73.872862,40.774105,-73.970593,40.764393,2
5.3,-73.995083,40.739527,-73.999599,40.726264,3
11.5,-73.972018,40.750142,-74.006008,40.73622,5
4,-73.993701,40.741569,-73.987999,40.748834,1
10.5,-73.966473,40.7575,-73.993336,40.745051,1
17.7,-73.87082,40.773748,-73.808317,40.7003,1
8,0,0,0,0,2
5,-73.971696,40.763378,-73.962035,40.776598,1
19,-73.98721,40.729325,-73.931985,40.697207,1
8,-73.988492,40.717977,-73.97818,40.737407,1
7.3,-73.986588,40.72165,-74.008005,40.717167,2
6.5,-73.98213,40.774807,-73.973583,40.789645,5
8,-74.002843,40.733692,-73.987882,40.72859,1
16.5,-73.983837,40.676052,-74.002522,40.723145,1
49.57,-73.977023,40.7526,-73.79031,40.643783,2
10.5,-73.988006,40.737723,-73.965699,40.766095,1
22.5,-73.9882,40.75909,-73.923683,40.86861,5
11.5,-73.947472,40.771227,-73.981832,40.760272,1
12.5,-73.984723,40.748023,-73.977245,40.757891,2
5.5,-73.950305,40.785607,-73.943587,40.789532,1
6.5,-73.980735,40.747911,-73.97053,40.761998,1
16.5,-73.99698639,40.75542831,-73.95319366,40.80210114,3
9,-74.00344849,40.73310089,-74.00800323,40.70721436,1
8.9,-73.9578,40.768003,-73.981712,40.763392,1
10.9,-73.983735,40.746697,-73.954411,40.772219,1
8.9,-73.98103,40.729782,-73.993011,40.752803,1
8.5,-73.963115,40.774034,-73.975251,40.760823,1
17,-73.962458,40.759027,-73.986199,40.753397,1
12.5,-74.003848,40.720855,-73.98098,40.668304,1
52.5,-73.982265,40.762062,-73.76855,40.675135,1
16,-74.005677,40.745547,-73.962663,40.794295,1
8,-73.98548889,40.74728012,-74.00767517,40.74076843,1
17.3,-73.950972,40.785633,-74.01024,40.720302,1
5.7,-74.00844,40.711253,-74.001313,40.731078,1
5.5,-73.98091125,40.74206543,-73.97698975,40.75165558,1
16.5,-73.974938,40.762091,-74.003309,40.706195,2
12.9,-73.980755,40.680558,-73.98911,40.726788,2
10.1,-73.991245,40.739058,-73.992972,40.76768,1
9.5,-73.992583,40.730417,-74.005352,40.740247,1
4.5,-73.979872,40.749027,-73.976553,40.757498,5
6.5,-73.971541,40.764009,-73.975937,40.755971,1
21.5,-74.00109863,40.72149658,-73.95943451,40.65306473,1
8,-73.975189,40.759095,-73.98051,40.76761,1
4.9,-74.003018,40.73978,-73.991533,40.733091,1
5.7,-73.991037,40.750049,-73.980438,40.75193,2
15.3,-73.949477,40.768018,-74.003118,40.733022,5
14.9,-73.992214,40.758864,-73.9938,40.722718,1
7,-73.999998,40.727087,-73.992448,40.735602,1
35.5,-73.863891,40.770005,-74.007246,40.705533,1
8.5,-73.954598,40.78676,-73.966013,40.768112,1
4.5,-73.994143,40.751193,-73.988897,40.759742,1
4.1,-73.982279,40.768364,-73.985968,40.762939,1
11.7,-73.981496,40.781004,-73.99592,40.738813,1
23,-73.997728,40.746099,-73.947656,40.829451,1
5.7,-73.982357,40.762498,-73.97321,40.755345,2
5.3,-73.96707,40.769178,-73.954895,40.77821,1
10.5,-73.94402313,40.77595901,-73.95504761,40.78507996,1
4.9,-73.982095,40.774001,-73.975373,40.787111,1
6.5,-73.98353,40.766992,-73.986255,40.779708,4
11.3,-73.981154,40.729204,-74.007407,40.74851,2
11.5,-73.963511,40.761732,-73.917488,40.739776,1
5.3,-73.983415,40.761844,-73.990414,40.756375,2
5.7,-74.006055,40.733166,-74.002895,40.74553,1
8.1,-73.952198,40.788107,-73.980767,40.774995,1
6.1,-74.008083,40.719238,-73.99832,40.737977,1
9.3,-73.995636,40.746573,-73.984437,40.767145,1
4.5,-73.972072,40.755692,-73.972082,40.755727,2
5.7,-73.99049,40.755982,-73.974202,40.75421,4
16.5,-73.95485,40.76542,-74.00751,40.73877,2
17,-73.954462,40.764046,-73.994593,40.729272,2
24.5,-74.01278,40.707952,-73.997932,40.760632,6
6.1,-74.005278,40.735298,-73.986698,40.729892,1
6,-74.004935,40.729625,-74.016156,40.71741,1
6.5,-73.998488,40.726303,-73.998488,40.726303,1
3.7,0,0,0,0,5
4.5,-73.9265,40.765577,-73.937897,40.76451,3
27,-73.987285,40.718622,-73.959295,40.778482,1
16,-73.996652,40.744495,-73.980253,40.737635,1
16.1,-73.959222,40.763282,-73.9633,40.716935,1
15.7,-73.974895,40.751455,-73.981754,40.783542,2
26.9,-73.863072,40.768622,-73.982145,40.736167,6
5.5,-73.989692,40.735497,-73.982012,40.739392,1
6,-74.00031,40.747961,-73.993636,40.757229,1
7.7,-74.00145,40.717487,-74.017455,40.709785,1
12.9,-73.985185,40.72777,-73.980605,40.759143,1
11.3,-73.993973,40.746577,-74.00506,40.709365,1
42.5,-73.795677,40.807722,-73.978683,40.724365,2
5.7,-73.98637,40.74738,-73.975567,40.744572,2
5.3,-73.948001,40.77854,-73.958566,40.778483,2
10.5,-73.954108,40.766901,-73.984133,40.743475,1
7.3,-73.994009,40.76144,-73.972811,40.792574,1
4.5,-73.995331,40.739986,-73.987655,40.736707,1
12.5,-73.982332,40.768633,-73.983343,40.744372,1
16.5,-73.9952,40.731697,-73.94977,40.780347,1
4.9,-74.002707,40.72664,-73.991825,40.72722,2
4.1,-73.990953,40.733067,-73.996235,40.72557,1
15.5,-73.985132,40.76853,-74.002285,40.730008,1
11,-73.97221375,40.76557159,-73.97958374,40.73646927,1
4.9,-73.998287,40.72749,-73.989854,40.735239,2
11.3,-73.980196,40.726966,-73.956413,40.77547,1
7.3,-73.983758,40.74643,-73.963557,40.774088,1
14.9,-73.955268,40.782767,-73.932382,40.794812,6
30.9,-73.981942,40.763977,-73.870455,40.773607,5
6.1,-73.98972,40.75238,-74.007553,40.743197,1
3.3,-73.995802,40.749905,-73.994543,40.750907,1
4.1,-73.991863,40.754275,-73.983796,40.753213,1
12,-73.973857,40.764185,-73.994435,40.750242,3
9,-73.991485,40.754599,-74.00497,40.751693,1
2.5,-73.989142,40.720105,-73.988777,40.720662,1
8.9,-73.98948,40.743287,-73.965692,40.754512,1
10.5,-73.978991,40.72375,-73.963046,40.711855,1
5.7,-74.000552,40.727492,-74.005037,40.719123,1
7,-74.002462,40.718762,-74.007071,40.705536,2
12,-73.984997,40.768466,-73.944564,40.800466,1
49.57,-73.982483,40.75674,-73.789985,40.64691,1
8.5,0,0,0,0,2
4.5,-73.947035,40.776027,-73.955498,40.764307,1
7.3,-73.977897,40.762802,-73.99153,40.750252,5
5.3,-73.986402,40.754723,-73.998898,40.739248,1
6.9,-73.967425,40.755712,-73.983035,40.734913,5
9.3,-73.971088,40.792648,-73.968405,40.769673,1
6.7,-73.959669,40.779718,-73.976259,40.788413,1
7.3,-73.979345,40.77663,-73.973842,40.757074,1
9,-73.98088,40.779967,-73.953747,40.78777,1
13,-74.008125,40.738935,-73.980522,40.759953,2
19,-73.988834,40.76428,-73.941405,40.838664,1
5.5,-73.976474,40.765048,-73.964665,40.762986,1
8.1,-73.996068,40.732605,-73.980675,40.761862,1
9.3,-73.973211,40.760752,-73.974265,40.788281,1
18,-73.997845,40.721235,-73.988257,40.764125,1
12,-73.984227,40.766897,-73.96239,40.776037,1
7.3,-73.968534,40.752603,-73.992625,40.742916,1
4.9,-73.95554,40.781958,-73.962196,40.772095,2
16.1,-73.789506,40.64704,-73.815622,40.680364,1
12.9,-73.978602,40.76412,-74.008858,40.715637,2
4,-73.9619751,40.7761116,-73.95484924,40.77407455,1
15.3,-74.006636,40.751407,-73.954979,40.765281,1
11.7,-73.954497,40.769857,-73.984315,40.746007,1
25.3,-74.001343,40.74132,-73.928619,40.864267,1
8.9,-73.993112,40.719911,-73.956729,40.720723,1
6,-73.978778,40.753502,-73.973247,40.748147,1
6,-73.99578,40.716218,-74.009132,40.72078,1
6.5,-74.003665,40.736906,-73.997843,40.724187,1
7.5,-73.97733,40.74948,-73.987669,40.732709,1
16.5,-74.00399017,40.74797821,-73.98319244,40.75632858,1
4.9,-73.983249,40.734655,-73.991278,40.738918,1
9.7,-73.962981,40.766443,-73.98893,40.731434,1
7.7,-73.97935,40.784608,-73.963933,40.808145,1
19,-73.968675,40.799103,-73.935898,40.849863,2
16.9,-73.990057,40.756307,-73.949604,40.834464,1
10.5,-74.002198,40.739608,-73.987342,40.720295,2
8.9,-73.99633,40.753225,-73.978895,40.766963,3
7.5,-73.995892,40.746454,-73.995892,40.746454,1
5.5,-74.005583,40.740728,-74.003423,40.748705,1
10.9,-73.964958,40.775261,-73.949661,40.809689,1
8.1,0,0,0,0,4
5.7,-73.967598,40.756242,-73.953277,40.76833,1
18.1,-74.008134,40.748631,-73.952349,40.780512,2
10.9,-73.95394,40.781298,-73.994423,40.75014,5
8.9,-73.939093,40.805102,-73.956073,40.771995,5
13.5,-73.981627,40.78042,-74.008465,40.734012,2
5,-74.00269,40.739438,-73.994579,40.75057,2
5.3,-73.958749,40.781019,-73.945876,40.778165,1
7.7,-73.98779,40.721226,-73.992425,40.735723,1
9,-73.969465,40.79798,-73.982315,40.776767,1
16.1,-73.988568,40.732097,-73.957498,40.742657,1
4.9,-73.966597,40.794345,-73.965682,40.803808,2
5.5,-73.999432,40.749066,-73.995077,40.738264,1
57.33,-73.781127,40.645007,-73.981802,40.762515,1
8.5,-73.956606,40.771111,-73.977111,40.776811,3
9.5,-73.981932,40.777668,-73.960058,40.809688,1
7.5,-73.95310211,40.7887001,-73.95677948,40.80590439,1
6.9,-73.982432,40.745747,-73.982432,40.745747,1
7.5,-73.991995,40.74499,-73.986237,40.729637,2
8.1,-73.988988,40.777013,-73.997445,40.760155,1
6.1,-74.006642,40.738927,-74.010828,40.717907,3
5.7,-73.966612,40.759278,-73.975773,40.755462,1
14.1,-73.987365,40.738572,-73.977218,40.775352,1
5.7,-73.989807,40.74123,-73.993917,40.726492,1
7,-73.95906,40.781061,-73.96206,40.768604,1
12,-73.985652,40.72212,-73.970955,40.751952,1
11.5,-73.95511627,40.76898956,-73.98423767,40.74843979,1
12.1,-73.870936,40.773703,-73.914269,40.753681,1
26.67,-73.958063,40.760414,-73.861443,40.768181,1
4.5,-73.98674,40.755362,-73.995713,40.764137,1
10.1,-73.984556,40.742882,-73.959081,40.763551,1
7.7,-73.981019,40.781874,-73.981997,40.756597,1
25,-73.95166,40.772657,-74.010583,40.721405,2
19,-73.97402,40.762828,-73.940839,40.726467,1
14,-73.988594,40.753364,-73.989319,40.723218,1
5,-73.987888,40.721048,-73.983132,40.731187,1
43.5,-73.98020935,40.78373337,-74.01134491,40.64415741,1
8,-74.01072693,40.71009064,-73.99810028,40.72290039,1
8.7,-73.977984,40.754546,-73.958947,40.779093,4
3.7,-73.970892,40.755915,-73.966747,40.760517,1
20.5,-73.965723,40.758641,-73.937824,40.855636,1
34,-73.97489929,40.75109482,-73.90854645,40.8818779,0
52.83,-73.8730545,40.774086,-73.98272705,40.77149582,1
6.1,-73.978945,40.76707,-73.977897,40.783568,1
8.5,-73.976877,40.759192,-73.991685,40.74981,1
20,-73.893177,40.790756,-73.892578,40.788483,1
10.5,-73.985881,40.7383,-73.96499,40.775237,1
26.5,-73.776747,40.645265,-73.813803,40.709035,1
8,-73.96178436,40.7595787,-73.97894287,40.7726059,4
10.6,-73.994279,40.690409,-74.016739,40.709063,1
4.5,-73.965372,40.759256,-73.97487,40.752373,1
9.7,-73.977829,40.788979,-73.967935,40.760508,1
20.5,-73.968619,40.766432,-74.008559,40.704591,1
9.3,-73.982229,40.731822,-73.980239,40.760162,1
18.5,-74.005385,40.707002,-73.992793,40.750742,1
5,-73.982751,40.762738,-73.978354,40.764564,2
34,-73.863506,40.769985,-73.97582,40.765446,1
23.5,-73.992028,40.75497,-73.912663,40.780157,1
4.5,-73.980909,40.774585,-73.98136,40.779419,3
8,-73.985217,40.742177,-73.99998,40.726917,1
26.5,-73.977765,40.766177,-73.977982,40.766937,5
5.5,-74.004822,40.741812,-74.007312,40.733577,2
6.1,-73.98795,40.757852,-73.988227,40.749963,1
4.9,-73.970442,40.764695,-73.961907,40.765392,4
5.3,-73.993085,40.752002,-73.980337,40.76483,1
8.1,-73.99097,40.742158,-73.977728,40.72673,1
20.33,-73.994718,40.750306,-73.950511,40.728566,1
4.5,-73.955282,40.768865,-73.949683,40.776472,1
7,-74.002792,40.760515,-74.004415,40.741973,1
7.7,-73.987145,40.722568,-74.005402,40.739583,1
7.3,-73.990575,40.746117,-74.003227,40.751447,1
33.07,-73.862764,40.769064,-73.984033,40.752842,2
36.5,-73.873068,40.774183,-73.978847,40.762062,5
5,-73.99436,40.72039,-73.98577,40.72304,2
23.5,-73.958585,40.775615,-74.00048,40.737611,1
6.1,-73.97985,40.786315,-73.985068,40.774133,1
11,-73.956597,40.777432,-73.980035,40.763175,1
6,-73.96826,40.76514,-73.961115,40.774882,6
11.3,-73.975868,40.790142,-74.006695,40.751278,5
8.1,-73.990397,40.75103,-73.981137,40.764718,1
8.9,-74.000763,40.729744,-73.974662,40.749159,3
4.5,-73.99784,40.68295,-73.980198,40.676842,1
11,-73.978836,40.764745,-73.984774,40.745978,1
8.5,-73.992108,40.764203,-73.973,40.762695,1
8.5,0,0,0,0,1
8.1,-73.978916,40.78712,-73.957307,40.783588,1
6.9,-73.996268,40.738123,-73.98238,40.73617,1
6,-73.971462,40.761332,-73.980797,40.768002,1
5.3,-73.988927,40.760223,-73.991474,40.750591,1
6.1,-73.980068,40.743103,-73.991181,40.750228,1
9.5,-73.995776,40.748921,-73.968821,40.764391,2
11.5,-73.97941,40.766107,-74.003015,40.750522,1
17,-74.01294708,40.70524216,-73.98070526,40.7422142,6
5.3,-73.978002,40.778607,-73.970662,40.788625,1
10,-73.995883,40.743785,-73.990057,40.767137,1
15.5,-73.957675,40.717887,-73.942583,40.686397,1
6.9,-73.977757,40.762991,-73.983801,40.779518,1
18.1,-73.986592,40.761807,-74.010659,40.704133,1
15.5,-73.99411774,40.75117874,-73.97511292,40.75645828,1
10.1,-73.982334,40.722411,-73.964907,40.755644,1
21.5,-73.955235,40.773077,-74.007955,40.71711,6
8.5,-73.99413,40.76668,-73.98861,40.75705,1
7.3,-73.988883,40.73405,-73.992385,40.724842,1
2.5,0,0,0,0,1
8.5,-73.958118,40.773086,-73.946941,40.779994,1
6.1,-73.970447,40.75779,-73.969687,40.769923,5
14.1,-73.981097,40.764483,-73.99185,40.722037,1
6,-73.9742,40.762693,-73.979824,40.755547,1
8.5,-73.958823,40.783588,-73.978697,40.777533,1
8,-73.9879303,40.72850037,-74.00728607,40.72747803,1
5.3,-73.971913,40.75925,-73.962905,40.77216,1
10.5,-73.978389,40.757757,-73.980442,40.733626,1
5.5,-73.97077942,40.75881577,-73.97015381,40.74894333,1
8.1,-73.960853,40.761557,-73.976335,40.748361,1
13,0,0,0,0,1
8.5,-73.99476,40.765585,-73.996026,40.758698,1
6.1,-73.953316,40.767588,-73.971527,40.757499,1
12.9,-73.975224,40.765201,-73.998754,40.728,1
10,-73.979022,40.777667,-73.992172,40.721555,5
8.5,-74.005547,40.745687,-74.011247,40.728733,6
4.9,-73.954665,40.773395,-73.94686,40.776093,1
6,-73.964483,40.764431,-73.956576,40.779852,1
5,-73.98214,40.772705,-73.988691,40.774325,1
12,-73.844904,40.736318,-73.844904,40.736318,1
13.5,-73.98265,40.753748,-74.00793,40.741922,1
33.83,-73.97330475,40.7563858,-73.87244415,40.77430725,1
25.7,-73.991729,40.760501,-73.861246,40.767619,1
